OID_;OBJECTID;cod_ct;riesgo;localidad;barmanpre;chip;fecha_ct;año;shape_Leng;Shape_Le_1;Shape_Area
2081;28210;CT-8008;ANM;CIUDAD BOLIVAR;0025307404;AAA0024XRTO;13/08/2015;2015;41,593890555500003;41,593890555500003;83,927390256999999
2082;28212;CT-8008;ANM;CIUDAD BOLIVAR;0025475427;AAA0026XSRJ;13/08/2015;2015;36,031772314900003;36,031772314900003;76,288821493000000
2083;28213;CT-8008;ANM;CIUDAD BOLIVAR;0025475426;AAA0026XSPA;13/08/2015;2015;36,510384810700003;36,510384810700003;67,210249228600006
2084;28214;CT-8008;ANM;CIUDAD BOLIVAR;0025475425;AAA0026XSOM;13/08/2015;2015;44,185697999200002;44,185697999200002;111,727880819999996
2085;28215;CT-8008;ANM;CIUDAD BOLIVAR;0025475424;AAA0026XSNX;13/08/2015;2015;41,083219075300001;41,083219075300001;87,568956779100006
2086;28216;CT-8008;ANM;CIUDAD BOLIVAR;0025475422;AAA0026XSLF;13/08/2015;2015;44,238705456500000;44,238705456500000;111,196394010000006
2087;28217;CT-8008;ANM;CIUDAD BOLIVAR;0025475428;AAA0026XSSY;13/08/2015;2015;41,959022357599999;41,959022357599999;88,469370291199994
2088;28218;CT-8008;ANM;CIUDAD BOLIVAR;0025475437;AAA0026XTCX;13/08/2015;2015;37,832927097199999;37,832927097199999;75,733374898899996
2089;28219;CT-8008;ANM;CIUDAD BOLIVAR;0025475436;AAA0026XTBR;13/08/2015;2015;38,255263831199997;38,255263831199997;84,339382496300004
2090;28220;CT-8008;ANM;CIUDAD BOLIVAR;0025475435;AAA0026XTAF;13/08/2015;2015;37,215350657400002;37,215350657400002;78,603627497199994
2091;28221;CT-8008;ANM;CIUDAD BOLIVAR;0025475434;AAA0026XSZE;13/08/2015;2015;37,833743741699998;37,833743741699998;82,984187850100000
2092;28222;CT-8008;ANM;CIUDAD BOLIVAR;0025475438;AAA0026XTDM;13/08/2015;2015;40,486108964800003;40,486108964800003;85,574924425899994
2093;28223;CT-8008;ANM;CIUDAD BOLIVAR;0025475433;AAA0026XSYN;13/08/2015;2015;36,088497175699999;36,088497175699999;72,489909484099996
2094;28224;CT-8008;ANM;CIUDAD BOLIVAR;0025475432;AAA0026XSXS;13/08/2015;2015;44,259092504500003;44,259092504500003;120,876101610999996
2095;28307;CT-8022;A;SAN CRISTOBAL;0011074725;AAA0228XCZE;25/09/2015;2015;30,508715136799999;30,508715136799999;52,442808542700000
2096;28308;CT-8022;A;SAN CRISTOBAL;0011074725;AAA0228XCZE;25/09/2015;2015;51,894393705699997;51,894393705699997;167,218417625000001
2097;28309;CT-8022;A;SAN CRISTOBAL;0011074725;AAA0228XCZE;25/09/2015;2015;41,426541412200002;41,426541412200002;101,737854736000003
2098;28316;CT-8022;A;SAN CRISTOBAL;0011074722;AAA0000SCAF;25/09/2015;2015;148,598535728000002;148,598535728000002;688,164417799000034
2099;28317;CT-8022;A;SAN CRISTOBAL;0011074722;AAA0000SCAF;25/09/2015;2015;58,318436030800001;58,318436030800001;194,803605505000007
2100;28323;CT-8022;A;SAN CRISTOBAL;0011074823;AAA0000RZLW;25/09/2015;2015;42,786272613100003;42,786272613100003;110,204094303999995
2101;28325;CT-8022;A;SAN CRISTOBAL;0011074824;AAA0000RZMS;25/09/2015;2015;42,920406658399997;42,920406658399997;109,390418709000002
2102;28343;CT-8022;A;SAN CRISTOBAL;0011074518;AAA0000RZSK;25/09/2015;2015;22,908304795700001;22,908304795700001;31,559323821600000
2103;28346;CT-8022;A;SAN CRISTOBAL;0011074520;AAA0000RZUZ;25/09/2015;2015;37,875150787199999;37,875150787199999;59,651823569699999
2104;28356;CT-8022;A;SAN CRISTOBAL;0011074505;AAA0000RZCX;25/09/2015;2015;57,176700176499999;57,176700176499999;151,941540651999986
2105;29034;CT-8006;ANM;SAN CRISTOBAL;2013020702;AAA0000MNFZ;11/08/2015;2015;46,333027397800002;46,333027397800002;120,106517765000007
2106;29035;CT-8006;ANM;SAN CRISTOBAL;2013020701;AAA0000MNEP;11/08/2015;2015;47,200209374700002;47,200209374700002;138,325039894000014
2107;29036;CT-8006;ANM;SAN CRISTOBAL;2013021305;AAA0000MSOE;11/08/2015;2015;60,271539396599998;60,271539396599998;203,455925076000000
2108;29037;CT-8006;ANM;SAN CRISTOBAL;2013021306;AAA0000MSPP;11/08/2015;2015;41,232222270000001;41,232222270000001;102,715160983000004
2109;29038;CT-8006;ANM;SAN CRISTOBAL;2013021304;AAA0000MSNN;11/08/2015;2015;63,713584712799999;63,713584712799999;242,238576806999987
2110;29039;CT-8006;ANM;SAN CRISTOBAL;2013021736;S/I;11/08/2015;2015;29,858358063699999;29,858358063699999;49,528799839500003
2111;29040;CT-8006;ANM;SAN CRISTOBAL;2013021403;AAA0000MTFZ;11/08/2015;2015;44,731547207600002;44,731547207600002;116,798994351999994
2112;29041;CT-8006;ANM;SAN CRISTOBAL;2013021404;AAA0000MTHK;11/08/2015;2015;35,378674846000003;35,378674846000003;71,328224751500002
2113;29042;CT-8006;ANM;SAN CRISTOBAL;2013023401;S/I;11/08/2015;2015;18,063920922400001;18,063920922400001;19,565178439699999
2114;29043;CT-8006;ANM;SAN CRISTOBAL;2013023401;S/I;11/08/2015;2015;61,876781008499997;61,876781008499997;216,672855975999994
2115;29044;CT-8006;ANM;SAN CRISTOBAL;2013023407;S/I;11/08/2015;2015;38,832431806199999;38,832431806199999;88,938303250900006
2116;29045;CT-8006;ANM;SAN CRISTOBAL;2013023407;S/I;11/08/2015;2015;42,996451895800000;42,996451895800000;102,663940960000005
2117;29046;CT-8006;ANM;SAN CRISTOBAL;2013023408;S/I;11/08/2015;2015;28,235880981200001;28,235880981200001;47,105819993899999
2118;29047;CT-8006;ANM;SAN CRISTOBAL;2013023408;S/I;11/08/2015;2015;24,746594672899999;24,746594672899999;30,159388708000002
2119;29048;CT-8006;ANM;SAN CRISTOBAL;2013023408;S/I;11/08/2015;2015;29,335425344200001;29,335425344200001;51,743440588200002
2120;29049;CT-8006;ANM;SAN CRISTOBAL;2013023408;S/I;11/08/2015;2015;35,008997876099997;35,008997876099997;71,710886099000007
2121;29063;CT-8006;ANM;SAN CRISTOBAL;2013020805;AAA0000MORU;11/08/2015;2015;128,890361708000000;128,890361708000000;615,481767601999991
2122;29064;CT-8006;ANM;SAN CRISTOBAL;2013020724;AAA0000MOFT;11/08/2015;2015;65,883703442900000;65,883703442900000;279,152333085999999
2123;29065;CT-8006;ANM;SAN CRISTOBAL;2013021806;AAA0000MXNX;11/08/2015;2015;57,886076219899998;57,886076219899998;206,752739549000012
2124;29066;CT-8006;ANM;SAN CRISTOBAL;2013020725;S/I;11/08/2015;2015;69,824618700700000;69,824618700700000;220,614500504000006
2125;29067;CT-8006;ANM;SAN CRISTOBAL;2013020803;AAA0000MOPP;11/08/2015;2015;24,801775179200000;24,801775179200000;34,957088725799998
2126;29068;CT-8006;ANM;SAN CRISTOBAL;2013020802;AAA0000MOOE;11/08/2015;2015;48,901456322900003;48,901456322900003;131,936320040999988
2127;29069;CT-8006;ANM;SAN CRISTOBAL;2013020709;AAA0000MNNX;11/08/2015;2015;42,719406772600003;42,719406772600003;91,453770266500001
2128;29070;CT-8006;ANM;SAN CRISTOBAL;2013021807;AAA0000MXOM;11/08/2015;2015;39,267278867900004;39,267278867900004;87,163078685800002
2129;29071;CT-8006;ANM;SAN CRISTOBAL;2013021307;AAA0000MSRU;11/08/2015;2015;46,286821416300000;46,286821416300000;141,632995421999993
2130;29072;CT-8006;ANM;SAN CRISTOBAL;2013020729;AAA0000MOLW;11/08/2015;2015;33,110460805599999;33,110460805599999;65,926627522700002
2131;29073;CT-8006;ANM;SAN CRISTOBAL;2013020730;AAA0000MOMS;11/08/2015;2015;29,238314718700000;29,238314718700000;50,267101047099999
2132;29074;CT-8006;ANM;SAN CRISTOBAL;2013021308;AAA0000MSSK;11/08/2015;2015;54,455065945599998;54,455065945599998;176,015966706000000
2133;29075;CT-8006;ANM;SAN CRISTOBAL;2013021311;S/I;11/08/2015;2015;49,168294112900000;49,168294112900000;124,306926566000001
2134;29076;CT-8006;ANM;SAN CRISTOBAL;2013021309;S/I;11/08/2015;2015;82,481517068700001;82,481517068700001;335,073215131999973
2135;29077;CT-8006;ANM;SAN CRISTOBAL;2013020728;S/I;11/08/2015;2015;40,670793452799998;40,670793452799998;87,702345714200007
2136;29078;CT-8006;ANM;SAN CRISTOBAL;2013021313;S/I;11/08/2015;2015;77,243844232000001;77,243844232000001;167,675555639999999
2137;29079;CT-8006;ANM;SAN CRISTOBAL;2013020704;AAA0000MNJZ;11/08/2015;2015;53,674836672799998;53,674836672799998;131,287004773999996
2138;29080;CT-8006;ANM;SAN CRISTOBAL;2013020703;AAA0000MNHK;11/08/2015;2015;48,039810613199997;48,039810613199997;97,989237002899998
2139;29081;CT-8006;ANM;SAN CRISTOBAL;2013021405;AAA0000MTJZ;11/08/2015;2015;35,990792882000001;35,990792882000001;75,346490313399997
2140;29082;CT-8006;ANM;SAN CRISTOBAL;2013023310;AAA0000MZCN;11/08/2015;2015;54,518499331900003;54,518499331900003;171,003005542000011
2141;29083;CT-8006;ANM;SAN CRISTOBAL;2013021406;AAA0000MTKC;11/08/2015;2015;35,342588291299997;35,342588291299997;73,482761414799995
2142;29084;CT-8006;ANM;SAN CRISTOBAL;2013021303;AAA0000MSMS;11/08/2015;2015;42,454101110200000;42,454101110200000;114,076636152999995
2143;29085;CT-8006;ANM;SAN CRISTOBAL;2013021407;AAA0000MTLF;11/08/2015;2015;32,680863889100003;32,680863889100003;58,696881334099999
2144;29086;CT-8006;ANM;SAN CRISTOBAL;2013023308;AAA0000MZBS;11/08/2015;2015;34,360123432800002;34,360123432800002;66,704204630500001
2145;29087;CT-8006;ANM;SAN CRISTOBAL;2013021408;AAA0000MTMR;11/08/2015;2015;34,289809312700001;34,289809312700001;68,746005396000001
2146;29088;CT-8006;ANM;SAN CRISTOBAL;2013023407;S/I;11/08/2015;2015;74,479842731000005;74,479842731000005;328,071031946999994
2147;29089;CT-8006;ANM;SAN CRISTOBAL;2013021409;AAA0000MTNX;11/08/2015;2015;32,436945594299999;32,436945594299999;58,187569826000001
2148;29090;CT-8006;ANM;SAN CRISTOBAL;2013023307;AAA0000MZAW;11/08/2015;2015;32,192496113399997;32,192496113399997;56,286166117100002
2149;29091;CT-8006;ANM;SAN CRISTOBAL;2013023408;S/I;11/08/2015;2015;30,361761863500000;30,361761863500000;53,038413331999998
2150;29092;CT-8006;ANM;SAN CRISTOBAL;2013021410;AAA0000MTOM;11/08/2015;2015;33,696486548000003;33,696486548000003;64,856516122800002
2151;29093;CT-8006;ANM;SAN CRISTOBAL;2013023306;AAA0000MYZM;11/08/2015;2015;33,545221358200003;33,545221358200003;63,541639149200002
2152;29094;CT-8006;ANM;SAN CRISTOBAL;2013021411;S/I;11/08/2015;2015;33,980151095499998;33,980151095499998;66,058302039500006
2153;29095;CT-8006;ANM;SAN CRISTOBAL;2013023406;AAA0000MZRJ;11/08/2015;2015;46,611785741799999;46,611785741799999;131,623377758999993
2154;29096;CT-8006;ANM;SAN CRISTOBAL;2013023305;AAA0000MYYX;11/08/2015;2015;33,331442539699999;33,331442539699999;62,537660328800001
2155;29097;CT-8006;ANM;SAN CRISTOBAL;2013021401;AAA0000MSXR;11/08/2015;2015;33,266748558899998;33,266748558899998;59,982732749500002
2156;29098;CT-8006;ANM;SAN CRISTOBAL;2013023405;AAA0000MZPA;11/08/2015;2015;37,641618626899998;37,641618626899998;74,475750694100000
2157;29099;CT-8006;ANM;SAN CRISTOBAL;2013021315;S/I;11/08/2015;2015;32,290551643999997;32,290551643999997;56,867978579199999
2158;29100;CT-8006;ANM;SAN CRISTOBAL;2013023106;AAA0176LNPP;11/08/2015;2015;66,631591676200003;66,631591676200003;253,731804535999999
2159;29101;CT-8006;ANM;SAN CRISTOBAL;2013023107;AAA0000MYJH;11/08/2015;2015;77,583132260300005;77,583132260300005;378,524983940000027
2160;29102;CT-8006;ANM;SAN CRISTOBAL;2013023404;AAA0000MZOM;11/08/2015;2015;39,795313199699997;39,795313199699997;81,066481190600001
2161;29103;CT-8006;ANM;SAN CRISTOBAL;2013023311;AAA0000MZDE;11/08/2015;2015;43,036106812200003;43,036106812200003;108,973515536999997
2162;29104;CT-8006;ANM;SAN CRISTOBAL;2013023403;AAA0000MZNX;11/08/2015;2015;46,735282506099999;46,735282506099999;127,322781923999997
2163;29105;CT-8006;ANM;SAN CRISTOBAL;2013023108;AAA0176LNRU;11/08/2015;2015;41,029835664099998;41,029835664099998;88,972594800400003
2164;29106;CT-8006;ANM;SAN CRISTOBAL;2013023109;AAA0000MYKL;11/08/2015;2015;36,604166073199998;36,604166073199998;80,519183158299995
2165;29107;CT-8006;ANM;SAN CRISTOBAL;2013023402;S/I;11/08/2015;2015;53,669008313799999;53,669008313799999;125,216783591999999
2166;29108;CT-8006;ANM;SAN CRISTOBAL;2013022004;AAA0000MYAF;11/08/2015;2015;36,775494234900002;36,775494234900002;82,359246248100007
2167;29109;CT-8006;ANM;SAN CRISTOBAL;2013023104;AAA0000MYFT;11/08/2015;2015;47,467066396500002;47,467066396500002;132,174949895999987
2168;29110;CT-8006;ANM;SAN CRISTOBAL;2013023401;S/I;11/08/2015;2015;17,099371950199998;17,099371950199998;17,020978119500001
2169;29111;CT-8006;ANM;SAN CRISTOBAL;2013022003;AAA0000MXZE;11/08/2015;2015;37,252438170100000;37,252438170100000;84,729337632400004
2170;29112;CT-8006;ANM;SAN CRISTOBAL;2013023111;S/I;11/08/2015;2015;37,497934791100000;37,497934791100000;82,746937483500005
2171;29113;CT-8006;ANM;SAN CRISTOBAL;2013022002;AAA0000MXYN;11/08/2015;2015;38,064333975300002;38,064333975300002;89,079939033800002
2172;29114;CT-8006;ANM;SAN CRISTOBAL;2013023315;AAA0000MZJZ;11/08/2015;2015;33,234262829199999;33,234262829199999;62,459803285299998
2173;29115;CT-8006;ANM;SAN CRISTOBAL;2013023204;AAA0000MYOE;11/08/2015;2015;38,303868086400001;38,303868086400001;85,430608061200004
2174;29116;CT-8006;ANM;SAN CRISTOBAL;2013023205;AAA0000MYPP;11/08/2015;2015;38,739378210100000;38,739378210100000;82,739519588500002
2175;29117;CT-8006;ANM;SAN CRISTOBAL;2013023206;AAA0000MYRU;11/08/2015;2015;37,684534227299999;37,684534227299999;76,344006898200007
2176;29118;CT-8006;ANM;SAN CRISTOBAL;2013023207;AAA0000MYSK;11/08/2015;2015;38,339028358599997;38,339028358599997;79,545138586400000
2177;29119;CT-8006;ANM;SAN CRISTOBAL;2013023302;AAA0000MYUZ;11/08/2015;2015;34,704989741100000;34,704989741100000;70,200965064100004
2178;29120;CT-8006;ANM;SAN CRISTOBAL;2013023203;AAA0000MYNN;11/08/2015;2015;48,081206167300003;48,081206167300003;122,419672449999993
2179;29121;CT-8006;ANM;SAN CRISTOBAL;2013023202;S/I;11/08/2015;2015;38,652765296299997;38,652765296299997;81,779127805900004
2180;29122;CT-8006;ANM;SAN CRISTOBAL;2013023201;AAA0000MYMS;11/08/2015;2015;37,873208437099997;37,873208437099997;77,225708894999997
2181;29123;CT-8006;ANM;SAN CRISTOBAL;2013023605;AAA0000NBLW;11/08/2015;2015;41,976381223899999;41,976381223899999;98,600854584999993
2182;29124;CT-8006;ANM;SAN CRISTOBAL;2013023606;AAA0000NBMS;11/08/2015;2015;39,620440065700002;39,620440065700002;80,900174645199996
2183;29125;CT-8006;ANM;SAN CRISTOBAL;2013023503;S/I;11/08/2015;2015;50,983673491099999;50,983673491099999;158,036726840000000
2184;29126;CT-8006;ANM;SAN CRISTOBAL;2013023540;AAA0000NAZE;11/08/2015;2015;36,721084104500001;36,721084104500001;74,714612265499994
2185;29127;CT-8006;ANM;SAN CRISTOBAL;2013023541;AAA0000NBAF;11/08/2015;2015;34,744626562500002;34,744626562500002;67,988972829600002
2186;29128;CT-8006;ANM;SAN CRISTOBAL;2013023542;AAA0000NBBR;11/08/2015;2015;48,894419694699998;48,894419694699998;141,241788168999989
2187;29129;CT-8006;ANM;SAN CRISTOBAL;2013023543;AAA0000NBCX;11/08/2015;2015;47,303402527599999;47,303402527599999;116,747390039999999
2188;29130;CT-8006;ANM;SAN CRISTOBAL;2013023506;AAA0000MZYN;11/08/2015;2015;57,214298647200003;57,214298647200003;172,866574724999992
2189;29131;CT-8006;ANM;SAN CRISTOBAL;2013023544;AAA0000NBDM;11/08/2015;2015;51,829244407200001;51,829244407200001;139,650197676000005
2190;29132;CT-8006;ANM;SAN CRISTOBAL;2013023545;AAA0176LOCN;11/08/2015;2015;34,960176026600003;34,960176026600003;69,694937999499999
2191;29133;CT-8006;ANM;SAN CRISTOBAL;2013023546;AAA0000NBEA;11/08/2015;2015;52,052101742700003;52,052101742700003;115,608117566000004
2192;29134;CT-8006;ANM;SAN CRISTOBAL;2013023509;AAA0176LNUZ;11/08/2015;2015;31,002183006300001;31,002183006300001;61,669156977100002
2193;29135;CT-8006;ANM;SAN CRISTOBAL;2013021315;S/I;11/08/2015;2015;33,011123292199997;33,011123292199997;58,004722424999997
2194;29136;CT-8006;ANM;SAN CRISTOBAL;2013021314;S/I;11/08/2015;2015;35,760214816800001;35,760214816800001;64,809974676600007
2195;29137;CT-8006;ANM;SAN CRISTOBAL;2013021314;S/I;11/08/2015;2015;50,771521520400000;50,771521520400000;151,319101009000008
2196;29138;CT-8006;ANM;SAN CRISTOBAL;2013021314;S/I;11/08/2015;2015;39,425996385399998;39,425996385399998;80,895809249400003
2197;29139;CT-8006;ANM;SAN CRISTOBAL;2013021314;S/I;11/08/2015;2015;41,265264376499999;41,265264376499999;88,830074822200004
2198;29140;CT-8006;ANM;SAN CRISTOBAL;2013021314;S/I;11/08/2015;2015;43,952660967699998;43,952660967699998;118,734557836999997
2199;29141;CT-8006;ANM;SAN CRISTOBAL;2013021314;S/I;11/08/2015;2015;40,431428759600003;40,431428759600003;90,878016893300000
2200;29142;CT-8006;ANM;SAN CRISTOBAL;2013021314;S/I;11/08/2015;2015;44,149540386200002;44,149540386200002;110,485113201999994
2201;29143;CT-8006;ANM;SAN CRISTOBAL;2013021314;S/I;11/08/2015;2015;40,279064731799998;40,279064731799998;80,346899293700005
2202;29144;CT-8006;ANM;SAN CRISTOBAL;2013021314;S/I;11/08/2015;2015;32,452161993799997;32,452161993799997;61,640706676900002
2203;29145;CT-8006;ANM;SAN CRISTOBAL;2013021314;S/I;11/08/2015;2015;69,603118968999993;69,603118968999993;175,973634027999992
2204;29146;CT-8006;ANM;SAN CRISTOBAL;2013021314;S/I;11/08/2015;2015;80,241045626299993;80,241045626299993;295,821510798000020
2205;29147;CT-8006;ANM;SAN CRISTOBAL;2013021314;S/I;11/08/2015;2015;59,604647841199998;59,604647841199998;222,685083466000009
2206;29148;CT-8006;ANM;SAN CRISTOBAL;2013021314;S/I;11/08/2015;2015;58,075830928599999;58,075830928599999;191,969255900000007
2207;29149;CT-8006;ANM;SAN CRISTOBAL;2013021309;S/I;11/08/2015;2015;46,141173866000003;46,141173866000003;123,629804797000006
2208;29150;CT-8006;ANM;SAN CRISTOBAL;2013021309;S/I;11/08/2015;2015;41,723945251899998;41,723945251899998;104,995320020999998
2209;29151;CT-8006;ANM;SAN CRISTOBAL;2013021313;S/I;11/08/2015;2015;72,100007803799997;72,100007803799997;194,408307970000010
2210;29152;CT-8006;ANM;SAN CRISTOBAL;2013021311;S/I;11/08/2015;2015;34,448453053500003;34,448453053500003;56,260173962300001
2211;29153;CT-8006;ANM;SAN CRISTOBAL;2013021313;S/I;11/08/2015;2015;49,607803544799999;49,607803544799999;150,208023348000012
2212;29154;CT-8006;ANM;SAN CRISTOBAL;2013020725;S/I;11/08/2015;2015;38,310363752500002;38,310363752500002;90,095147792399999
2213;29155;CT-8006;ANM;SAN CRISTOBAL;2013020710;AAA0000MNOM;11/08/2015;2015;48,723082473300003;48,723082473300003;100,186545730999995
2214;29156;CT-8006;ANM;SAN CRISTOBAL;2013020727;AAA0000MOKL;11/08/2015;2015;29,058409908300000;29,058409908300000;49,800979890299999
2215;29157;CT-8006;ANM;SAN CRISTOBAL;2013021736;S/I;11/08/2015;2015;55,807223776900003;55,807223776900003;175,918622287000005
2216;29158;CT-8006;ANM;SAN CRISTOBAL;2013021402;S/I;11/08/2015;2015;44,577003365300001;44,577003365300001;97,890510916500006
2217;29159;CT-8006;ANM;SAN CRISTOBAL;2013021402;S/I;11/08/2015;2015;41,889516000599997;41,889516000599997;85,615677293100006
2218;29160;CT-8006;ANM;SAN CRISTOBAL;2013021402;S/I;11/08/2015;2015;42,195465000699997;42,195465000699997;88,388980920899996
2219;29161;CT-8006;ANM;SAN CRISTOBAL;2013021402;S/I;11/08/2015;2015;44,291847885599999;44,291847885599999;96,579012537699995
2220;29162;CT-8006;ANM;SAN CRISTOBAL;2013021402;S/I;11/08/2015;2015;43,909765162399999;43,909765162399999;94,397925264500003
2221;29163;CT-8006;ANM;SAN CRISTOBAL;2013021402;S/I;11/08/2015;2015;46,727780224999997;46,727780224999997;133,109758930999988
2222;29164;CT-8006;ANM;SAN CRISTOBAL;2013021402;S/I;11/08/2015;2015;38,917384061900002;38,917384061900002;82,065052728100000
2223;29165;CT-8006;ANM;SAN CRISTOBAL;2013021411;S/I;11/08/2015;2015;34,673612511100004;34,673612511100004;68,990650209400002
2224;29166;CT-8006;ANM;SAN CRISTOBAL;2013023401;S/I;11/08/2015;2015;27,427583840200001;27,427583840200001;42,217125476299998
2225;29178;CT-7988;ANM;SAN CRISTOBAL;0013182407;AAA0004JXTO;20/08/2015;2015;70,689011408699997;70,689011408699997;213,310321270999992
2226;29180;CT-8006;ANM;SAN CRISTOBAL;2013021807;AAA0000MXOM;11/08/2015;2015;37,757115274999997;37,757115274999997;86,099575876100005
2227;29189;CT-7992;ANM;SAN CRISTOBAL;2013020318;AAA0000MKEA;28/07/2015;2015;32,936594243999998;32,936594243999998;66,308652279499995
2228;29190;CT-7992;ANM;SAN CRISTOBAL;2013020328;AAA0000MKRU;28/07/2015;2015;55,447286905500000;55,447286905500000;153,394885762000001
2229;29191;CT-7992;ANM;SAN CRISTOBAL;2013020317;AAA0000MKDM;28/07/2015;2015;28,136669071699998;28,136669071699998;43,649777925099997
2230;29193;CT-7992;ANM;SAN CRISTOBAL;2013020329;AAA0000MKSK;28/07/2015;2015;60,976638174199998;60,976638174199998;163,763101991000013
2231;29194;CT-7992;ANM;SAN CRISTOBAL;2013020316;AAA0000MKCX;28/07/2015;2015;28,062831811599999;28,062831811599999;44,480535965100003
2232;29196;CT-7992;ANM;SAN CRISTOBAL;2013020330;AAA0000MKTO;28/07/2015;2015;66,685324424699999;66,685324424699999;172,424874734000014
2233;29197;CT-7992;ANM;SAN CRISTOBAL;2013020315;AAA0000MKBR;28/07/2015;2015;35,743369510299999;35,743369510299999;78,530954809899995
2234;29198;CT-7992;ANM;SAN CRISTOBAL;2013020331;AAA0000MKUZ;28/07/2015;2015;49,009619960899997;49,009619960899997;114,557125974000002
2235;29200;CT-7992;ANM;SAN CRISTOBAL;2013020314;AAA0000MKAF;28/07/2015;2015;30,743962656899999;30,743962656899999;54,722867247700002
2236;29201;CT-7992;ANM;SAN CRISTOBAL;2013020332;AAA0000MKWF;28/07/2015;2015;48,439878464400003;48,439878464400003;115,346404106999998
2237;29204;CT-7992;ANM;SAN CRISTOBAL;2013020333;AAA0000MKXR;28/07/2015;2015;84,197384444600004;84,197384444600004;235,887988720999999
2238;29205;CT-7992;ANM;SAN CRISTOBAL;2013020334;AAA0000MKYX;28/07/2015;2015;85,580567295899996;85,580567295899996;247,351410861000005
2239;29207;CT-7992;ANM;SAN CRISTOBAL;2013020335;AAA0000MKZM;28/07/2015;2015;56,771367509100003;56,771367509100003;144,911108700000000
